add_remove_every_n_epoch,proto_split_density_threshold,proto_remove_density_threshold,repulsion_loss_margin,seed,device,cov_value,PINAW_value
50,0.001,0.001,0.0001,8,cuda:2,0.58252,0.45923
50,0.001,0.001,0.0001,8,cuda:2,0.15534,0.06894
50,0.002,0.0001,0.01,0,cuda:0,0.94175,1.26789
50,0.002,0.0001,0.01,0,cuda:0,0.66990,0.51772
50,0.002,0.0001,0.01,0,cuda:0,0.21359,0.08645
50,0.002,0.0001,0.01,1,cuda:1,0.91262,1.38304
50,0.002,0.0001,0.01,1,cuda:1,0.48544,0.42282
50,0.002,0.0001,0.01,1,cuda:1,0.03883,0.05862
50,0.002,0.0001,0.01,2,cuda:2,0.90291,1.06241
50,0.002,0.0001,0.01,2,cuda:2,0.48544,0.39314
50,0.002,0.0001,0.01,2,cuda:2,0.05825,0.06395
50,0.002,0.0001,0.01,3,cuda:3,0.95146,1.23539
50,0.002,0.0001,0.01,3,cuda:3,0.54369,0.44945
50,0.002,0.0001,0.01,3,cuda:3,0.07767,0.05833
50,0.002,0.0001,0.01,4,cuda:0,0.89320,1.27081
50,0.002,0.0001,0.01,4,cuda:0,0.39806,0.35701
50,0.002,0.0001,0.01,4,cuda:0,0.10680,0.06357
50,0.002,0.0001,0.01,6,cuda:2,0.98058,1.48063
50,0.002,0.0001,0.01,6,cuda:2,0.57282,0.52380
50,0.002,0.0001,0.01,6,cuda:2,0.26214,0.09316
50,0.002,0.0001,0.01,7,cuda:3,0.84466,1.05750
50,0.002,0.0001,0.01,7,cuda:3,0.35922,0.30986
50,0.002,0.0001,0.01,7,cuda:3,0.07767,0.05648
50,0.002,0.0001,0.01,5,cuda:1,0.86408,1.10118
50,0.002,0.0001,0.01,5,cuda:1,0.53398,0.42211
50,0.002,0.0001,0.01,5,cuda:1,0.18447,0.08366
50,0.002,0.0001,0.01,8,cuda:0,0.94175,1.23037
50,0.002,0.0001,0.01,8,cuda:0,0.58252,0.45229
50,0.002,0.0001,0.01,8,cuda:0,0.09709,0.06388
50,0.002,0.0001,0.01,9,cuda:1,0.94175,1.45001
50,0.002,0.0001,0.01,9,cuda:1,0.55340,0.47983
50,0.002,0.0001,0.01,9,cuda:1,0.08738,0.04995
50,0.002,0.0001,0.002,0,cuda:2,0.93204,1.31795
50,0.002,0.0001,0.002,0,cuda:2,0.71845,0.46369
50,0.002,0.0001,0.002,0,cuda:2,0.09709,0.05866
50,0.002,0.0001,0.002,1,cuda:3,0.91262,1.37241
50,0.002,0.0001,0.002,1,cuda:3,0.51456,0.44855
50,0.002,0.0001,0.002,1,cuda:3,0.15534,0.08893
50,0.002,0.0001,0.002,2,cuda:0,0.91262,1.15960
50,0.002,0.0001,0.002,2,cuda:0,0.50485,0.33871
50,0.002,0.0001,0.002,2,cuda:0,0.11650,0.04350
50,0.002,0.0001,0.002,4,cuda:2,0.88350,1.19933
50,0.002,0.0001,0.002,4,cuda:2,0.44660,0.39149
50,0.002,0.0001,0.002,4,cuda:2,0.11650,0.04137
50,0.002,0.0001,0.002,5,cuda:3,0.93204,1.14618
50,0.002,0.0001,0.002,5,cuda:3,0.41748,0.34773
50,0.002,0.0001,0.002,5,cuda:3,0.06796,0.03916
50,0.002,0.0001,0.002,6,cuda:0,0.96117,1.38467
50,0.002,0.0001,0.002,6,cuda:0,0.56311,0.41943
50,0.002,0.0001,0.002,6,cuda:0,0.11650,0.06098
